ID;CodigoPrograma;GradoMinimo;GradoMaximo;Estado;NoAnual;Dias;Transporte;TipoPago;Precio;Seguro;SeguroCancelado;PorcentajeSeguro;PagoCancelado;Chaperones;LineaPobreza;Region;SegmentoCRM;TipoEscuela;ReunionPadres;MenorGradoEscuela;MayorGrado Escuela;TotalAlumnosEscuela;NivelIngresos;PagoFacil;ApoyoOficial;TipoPrograma;NuevoExistente;ParticipantesPago;TotalIngreso;Reuniones;DiasPrimeraReunion;DiasUltimaReunion;TipoGradoMinimo;TipoGradoMaximo;MesPartida;CodigoAgregacionPrograma;MismoGrado;ParticipantesEstudiantado;RatioPago;Tamano;Retenidos2020
2203;HD;8;9;WA;0;5;A;NA;2110;8;0;0.8;1;1;B;Pacific Northwest;5;PUBLIC;1;6;8;991;M;0.4;0;East Coast;NEW;10;2110;1;256;256;Middle;High;June;H;0;0.010090817;0.909090909;L;0
2204;HC;8;8;CA;0;6;A;NA;2542;4;1;0.667;1;3;C;Northern California;5;PUBLIC;1;6;8;530;G;0.167;0;East Coast;EXISTING;6;2542;2;452;226;Middle;Middle;June;H;1;0.011320755;0.666666667;S-M;0
2205;HC;8;8;WA;0;7;A;NA;2485;15;5;0.273;7;6;B;Pacific Northwest;5;PUBLIC;1;6;8;450;N;0.4;0;East Coast;EXISTING;55;2485;1;296;296;Middle;Middle;June;H;1;0.122222222;0.901639344;S-M;1
2206;HC;8;8;CA;0;6;A;NA;2544;13;6;0.448;6;2;C;Southern California;5;PUBLIC;1;K;8;1068;J;0.483;0;East Coast;EXISTING;29;2544;1;73;73;Middle;Middle;June;H;1;0.027153558;0.935483871;L;1
2207;HD;8;8;CA;0;8;A;NA;2718;55;13;0.671;13;10;;Northern California;7;CHD;1;;NA;;;0.342;0;East Coast;EXISTING;82;2718;2;263;262;Middle;Middle;June;H;1;NA;0.891304348;;1
2208;HD;5;5;OR;0;8;A;NA;2398;5;1;0.227;2;2;B;Pacific Northwest;4;PUBLIC;1;K;5;433;J;0.136;0;East Coast;EXISTING;22;2398;2;275;214;Elementary;Elementary;June;H;1;0.050808314;0.916666667;S-M;1
2209;HC;8;8;OR;0;8;A;CP;2621;18;13;0.487;19;3;B;Pacific Northwest;5;PUBLIC;1;6;8;705;H;0.297;0;East Coast;EXISTING;37;2621;1;277;277;Middle;Middle;June;H;1;0.05248227;0.925;M-L;1
2210;CC;11;12;CA;0;9;A;NA;2976;19;13;0.731;16;2;;Southern California;8;CHD;1;9;12;420;E;0.308;1;East Coast;EXISTING;26;2976;1;276;276;High;High;June;C;0;0.061904762;0.928571429;S-M;0
2211;HD;7;8;CA;1;5;A;NA;1993;11;3;0.647;3;2;C;Southern California;5;PUBLIC;1;6;8;941;N;0.353;0;East Coast;EXISTING;17;1993;1;195;195;Middle;Middle;June;H;0;0.018065887;0.894736842;L;0
2212;HD;8;8;CA;0;5;A;NA;2120;5;3;0.833;4;2;B;Northern California;5;PUBLIC;0;7;8;800;Q;0.333;0;East Coast;EXISTING;6;2120;0;NA;NA;Middle;Middle;June;H;1;0.0075;0.75;M-L;0
2213;HD;7;8;OR;0;5;A;NA;2002;6;1;0.857;2;1;C;Pacific Northwest;5;PUBLIC;1;6;8;967;J;0.714;0;East Coast;EXISTING;7;2002;1;262;262;Middle;Middle;June;H;0;0.007238883;0.875;L;0
2214;HD;8;8;OR;0;5;A;NA;1990;15;3;0.714;4;2;B;Pacific Northwest;5;PUBLIC;1;6;8;723;G;0.238;0;East Coast;EXISTING;21;1990;2;256;255;Middle;Middle;June;H;1;0.029045643;0.913043478;M-L;1
2215;HD;6;8;WA;1;5;A;NA;1992;3;3;1;6;1;C;Pacific Northwest;5;PUBLIC;1;6;8;302;F;0.333;0;East Coast;NEW;3;1992;2;403;256;Middle;Middle;June;H;0;0.009933775;0.75;S;0
2216;HD;6;9;WA;0;5;A;NA;1999;12;5;0.6;5;2;B;Pacific Northwest;5;PUBLIC;1;6;8;350;N;0.15;0;East Coast;NEW;20;1999;1;269;269;Middle;High;June;H;0;0.057142857;0.909090909;S-M;0
2217;HD;8;8;NE;0;5;A;FR;1699;2;0;0.118;0;2;B;Other;10;PUBLIC;1;K;12;510;K;0.059;0;East Coast;EXISTING;17;1699;1;298;298;Middle;Middle;June;H;1;0.033333333;0.894736842;S-M;1
2218;HD;8;8;OR;0;5;A;NA;1788;14;3;0.519;3;4;C;Pacific Northwest;5;PUBLIC;1;6;8;711;M;0.259;0;East Coast;EXISTING;27;1788;1;262;262;Middle;Middle;June;H;1;0.037974684;0.870967742;M-L;1
2219;HD;8;8;WA;0;5;A;NA;2023;5;8;0.625;9;1;B;Pacific Northwest;5;PUBLIC;1;6;8;367;N;0.75;0;East Coast;NEW;8;2023;2;396;270;Middle;Middle;June;H;1;0.021798365;0.888888889;S-M;0
2220;HD;8;8;OR;0;5;A;NA;1767;15;2;0.682;2;2;B;Pacific Northwest;10;PUBLIC;1;K;8;499;N;0.273;0;East Coast;NEW;22;1767;2;598;262;Middle;Middle;June;H;1;0.044088176;0.916666667;S-M;1
2221;HD;9;12;WA;0;5;A;NA;2028;2;2;0.333;2;1;C;Pacific Northwest;10;PUBLIC;1;7;8;263;L;0.667;0;East Coast;NEW;6;2028;1;264;264;High;High;June;H;0;0.022813688;0.857142857;S;0
2222;HD;5;6;NV;1;5;A;NA;2315;5;0;0.714;0;1;B;Other;4;PUBLIC;1;K;6;680;P;0.286;0;East Coast;EXISTING;7;2315;2;480;299;Elementary;Middle;June;H;0;0.010294118;0.875;M-L;0
2223;HD;8;8;WA;0;5;A;NA;1995;4;5;0.444;6;1;B;Pacific Northwest;5;PUBLIC;1;6;8;798;Q;0.222;0;East Coast;NEW;9;1995;1;269;269;Middle;Middle;June;H;1;0.011278195;0.9;M-L;0
2224;HD;8;8;OR;0;5;A;NA;2125;3;0;0.177;0;1;;Pacific Northwest;5;Catholic;0;PK;8;350;L;0.177;0;East Coast;EXISTING;17;2125;0;NA;NA;Middle;Middle;June;H;1;0.048571429;0.944444444;S-M;0
2225;HD;6;8;WA;0;5;A;NA;1995;12;7;0.667;15;1;B;Pacific Northwest;10;PUBLIC;1;6;8;725;C;0.167;0;East Coast;NEW;18;1995;1;262;262;Middle;Middle;June;H;0;0.024827586;0.947368421;M-L;0
2226;SK;7;7;VA;0;5;A;NA;1798;23;4;0.639;3;3;A;Other;7;PUBLIC;0;5;7;457;Q;0.333;0;Science;EXISTING;36;1798;0;NA;NA;Middle;Middle;June;S;1;0.078774617;0.923076923;S-M;1
2227;HD;8;8;CA;0;5;A;NA;1999;3;3;0.6;8;1;C;Southern California;10;PUBLIC;1;6;8;950;G;0;0;East Coast;NEW;5;1999;1;249;249;Middle;Middle;June;H;1;0.005263158;0.833333333;L;1
2228;HD;8;8;CA;0;5;A;NA;2199;22;3;0.611;8;7;B;Southern California;5;PUBLIC;0;7;8;1149;Q;0.306;0;East Coast;EXISTING;36;2199;0;NA;NA;Middle;Middle;June;H;1;0.031331593;0.837209302;L;1
2229;HD;7;8;IA;1;6;B;FR;1179;24;4;0.533;4;4;A;Other;10;PUBLIC;1;6;8;190;L;0.356;0;East Coast;EXISTING;45;1179;1;269;269;Middle;Middle;June;H;0;0.236842105;0.918367347;S;0
2230;HC;8;8;CA;0;5;A;NA;2257;5;2;0.333;6;5;B;Southern California;5;PUBLIC;1;7;8;1477;M;0.067;0;East Coast;EXISTING;15;2257;1;283;283;Middle;Middle;June;H;1;0.010155721;0.75;L;1
2231;HD;8;8;WA;0;6;A;NA;2197;25;9;0.781;8;3;A;Pacific Northwest;5;PUBLIC;1;6;8;916;Q;0.406;0;East Coast;EXISTING;32;2197;1;257;257;Middle;Middle;June;H;1;0.034934498;0.914285714;L;1
2232;HD;7;8;WA;0;6;A;NA;2513;10;0;0.588;1;2;A;Pacific Northwest;4;PUBLIC;1;5;6;523;P;0.118;0;East Coast;NEW;17;2513;1;272;272;Middle;Middle;June;H;0;0.03250478;0.894736842;S-M;0
2233;HC;8;8;CA;0;6;A;NA;2534;13;0;0.591;0;1;B;Northern California;5;PUBLIC;1;6;8;553;P;0.182;0;East Coast;EXISTING;22;2534;1;277;277;Middle;Middle;June;H;1;0.039783002;0.956521739;S-M;0
2234;HC;8;8;OR;0;6;A;NA;2455;14;3;0.667;6;2;C;Pacific Northwest;5;PUBLIC;1;6;8;546;J;0.286;0;East Coast;EXISTING;21;2455;1;264;264;Middle;Middle;June;H;1;0.038461538;0.913043478;S-M;1
2235;HD;8;8;OR;0;5;A;FR;1999;10;6;0.714;7;2;C;Pacific Northwest;5;PUBLIC;1;6;8;634;J;0.286;0;East Coast;EXISTING;14;1999;1;271;271;Middle;Middle;June;H;1;0.022082019;0.875;M-L;0
2236;HD;8;9;CA;0;6;A;NA;2129;14;5;0.667;7;3;C;Southern California;10;PUBLIC;1;7;12;1558;G;0.333;0;East Coast;EXISTING;21;2129;1;276;276;Middle;High;June;H;0;0.013478819;0.875;L;1
2237;HD;7;8;CA;1;6;A;NA;1959;24;9;0.8;10;3;C;Northern California;10;PUBLIC;1;K;8;625;O;0.067;0;East Coast;EXISTING;30;1959;1;235;235;Middle;Middle;June;H;0;0.048;0.909090909;M-L;0
2238;HD;5;5;CA;0;6;A;NA;2126;7;0;0.5;0;1;C;Northern California;4;PUBLIC;1;K;6;600;J;0.357;0;East Coast;NEW;14;2126;1;236;236;Elementary;Elementary;June;H;1;0.023333333;0.933333333;M-L;1
2239;SC;10;11;OR;0;7;A;NA;2619;3;1;0.75;5;1;C;Pacific Northwest;8;PUBLIC;1;9;12;1563;J;0;0;Costa Rica;NEW;4;2619;1;437;437;High;High;June;S;0;0.002559181;0.8;L;0
2240;SC;9;12;VA;1;7;A;NA;2389;8;1;0.8;2;1;B;Other;6;PUBLIC;1;9;12;1712;N;0.1;0;Costa Rica;NEW;10;2389;1;250;250;High;High;June;S;0;0.005841121;0.909090909;L;1
2241;SC;10;10;MD;0;7;A;NA;2299;9;3;0.6;2;1;A;Other;6;PUBLIC;1;9;12;2120;P;0.133;0;Costa Rica;NEW;15;2299;1;209;209;High;High;June;S;1;0.007075472;0.9375;L;0
2242;HC;8;8;OR;0;8;A;NA;2894;6;1;0.462;1;1;C;Pacific Northwest;5;PUBLIC;1;6;8;790;I;0.539;0;East Coast;EXISTING;13;2894;2;396;263;Middle;Middle;June;H;1;0.016455696;0.928571429;M-L;1
2243;HD;7;8;CA;0;8;A;NA;2571;25;16;0.781;1;3;;Northern California;5;Catholic;1;PK;8;440;P;0.594;0;East Coast;EXISTING;32;2571;1;270;270;Middle;Middle;June;H;0;0.072727273;0.914285714;S-M;1
2244;ST;8;8;VA;0;4;A;NA;1671;6;10;0.75;12;2;B;Other;6;PUBLIC;1;6;8;688;I;0.5;0;Science;NEW;8;1671;1;419;419;Middle;Middle;June;S;1;0.011627907;0.8;M-L;1
2245;ST;6;8;MD;0;4;A;NA;1548;2;2;1;3;1;A;Other;6;PUBLIC;1;6;8;767;M;1;0;Science;NEW;2;1548;1;243;243;Middle;Middle;June;S;0;0.002607562;0.666666667;M-L;1
2246;HN;6;12;TX;1;4;A;NA;1999;8;4;0.533;6;2;B;Houston;8;PUBLIC;1;9;12;1388;L;0.133;0;East Coast;NEW;15;1999;1;224;224;Middle;High;June;H;0;0.010806916;0.882352941;L;0
2247;ST;6;7;MD;0;4;A;NA;1371;11;2;0.688;5;2;;Other;7;CHD;0;;NA;;;0.063;0;Science;NEW;16;1371;0;NA;NA;Middle;Middle;June;S;0;NA;0.888888889;;0
2248;HD;7;8;TX;1;5;A;NA;1774;6;2;0.857;2;1;A;Dallas;10;PUBLIC;1;6;8;993;N;0.571;0;East Coast;EXISTING;7;1774;2;398;271;Middle;Middle;June;H;0;0.007049345;0.875;L;0
2249;HD;8;8;OR;0;5;A;NA;1927;15;2;0.556;6;3;B;Pacific Northwest;5;PUBLIC;1;7;8;870;M;0.37;0;East Coast;EXISTING;27;1927;1;270;270;Middle;Middle;June;H;1;0.031034483;0.9;L;1
2250;HD;6;8;OR;1;5;A;NA;1739;46;5;0.793;8;6;B;Pacific Northwest;5;PUBLIC;1;6;8;785;L;0.345;0;East Coast;EXISTING;58;1739;2;265;264;Middle;Middle;June;H;0;0.07388535;0.90625;M-L;0
2251;HD;8;8;CA;0;5;A;NA;2052;16;1;0.552;2;5;B;Southern California;5;PUBLIC;1;6;8;840;P;0.241;0;East Coast;NEW;29;2052;2;424;270;Middle;Middle;June;H;1;0.03452381;0.852941176;L;0
2252;HD;8;9;OR;0;5;A;NA;2068;5;7;0.294;9;1;C;Pacific Northwest;10;PUBLIC;1;6;8;309;E;0.118;0;East Coast;NEW;17;2068;2;301;278;Middle;High;June;H;0;0.055016181;0.944444444;S;0
2253;HN;12;12;NV;1;4;A;NA;2657;2;6;1;6;0;B;Other;10;PUBLIC;0;7;8;770;G;0;0;East Coast;EXISTING;2;2657;0;NA;NA;High;High;June;H;1;0.002597403;1;M-L;0
2254;HC;6;8;WA;0;5;A;SA;1980;0;0;0;1;1;B;Pacific Northwest;5;PUBLIC;0;6;8;951;O;0.083;0;East Coast;NEW;12;1980;0;NA;NA;Middle;Middle;June;H;0;0.012618297;0.923076923;L;0
2255;HD;5;7;CA;1;5;A;NA;2066;13;7;0.867;9;1;C;Northern California;4;PUBLIC;1;1;6;518;O;0.6;0;East Coast;NEW;15;2066;2;391;272;Elementary;Middle;June;H;0;0.028957529;0.9375;S-M;0
2256;HD;8;8;WA;0;5;A;NA;1990;5;3;0.714;4;2;C;Pacific Northwest;5;PUBLIC;1;6;8;234;E;0.571;0;East Coast;EXISTING;7;1990;1;278;278;Middle;Middle;June;H;1;0.02991453;0.777777778;S;1
2257;HD;7;9;MI;1;5;B;NA;721;19;2;0.346;2;4;B;Other;10;PUBLIC;1;7;8;110;H;0.364;0;East Coast;EXISTING;55;721;1;294;294;Middle;High;June;H;0;0.5;0.93220339;S;0
2258;HD;8;8;CA;0;5;A;NA;2047;10;1;0.625;4;1;C;Southern California;5;PUBLIC;1;6;8;891;G;0.188;0;East Coast;EXISTING;16;2047;2;412;279;Middle;Middle;June;H;1;0.017957351;0.941176471;L;1
2259;HD;6;8;CA;0;5;A;NA;2080;10;0;0.556;0;3;C;Northern California;10;PUBLIC;1;K;8;310;G;0.222;0;East Coast;NEW;18;2080;1;293;293;Middle;Middle;June;H;0;0.058064516;0.857142857;S;0
2260;HD;8;8;CA;0;4;A;NA;2029;7;13;0.7;11;1;C;Northern California;10;PUBLIC;1;K;8;243;D;0;0;East Coast;NEW;10;2029;1;530;530;Middle;Middle;June;H;1;0.041152263;0.909090909;S;0
2261;HD;6;8;WA;0;5;A;NA;2108;13;1;0.765;1;3;A;Pacific Northwest;5;PUBLIC;1;6;8;1050;Q;0.177;0;East Coast;EXISTING;17;2108;2;286;270;Middle;Middle;June;H;0;0.016190476;0.85;L;0
2262;HD;7;8;CO;1;5;A;CP;1699;26;3;0.765;6;4;B;Other;10;PUBLIC;1;PK;12;550;L;0.147;0;East Coast;EXISTING;34;1699;1;271;271;Middle;Middle;June;H;0;0.061818182;0.894736842;S-M;0
2263;HD;NA;NA;NM;0;5;A;NA;1884;9;4;0.75;4;1;C;Other;10;PUBLIC;1;6;8;735;I;0.25;0;East Coast;NEW;12;1884;1;216;216;Undefined;Undefined;June;H;0;0.016326531;0.923076923;M-L;0
2264;HD;8;8;CA;0;6;A;NA;1925;12;3;0.632;3;1;B;Southern California;5;PUBLIC;1;7;8;771;Q;0.211;0;East Coast;EXISTING;19;1925;1;254;254;Middle;Middle;June;H;1;0.02464332;0.95;M-L;1
2265;HD;8;8;WA;0;5;A;NA;2233;11;2;1;4;1;C;Pacific Northwest;10;PUBLIC;1;6;8;534;H;0.364;0;East Coast;EXISTING;11;2233;1;273;273;Middle;Middle;June;H;1;0.020599251;0.916666667;S-M;1
2266;HN;6;9;OR;0;5;A;FR;2382;6;11;0.158;22;7;C;Pacific Northwest;5;PUBLIC;1;6;8;565;G;0.026;0;East Coast;NEW;38;2382;2;417;258;Middle;High;June;H;0;0.067256637;0.844444444;S-M;0
2267;HD;7;8;CA;0;5;A;SA;1899;0;0;0;0;2;;Northern California;7;PUBLIC;0;;NA;;;0;0;East Coast;NEW;31;1899;0;NA;NA;Middle;Middle;June;H;0;NA;0.939393939;;1
2268;HC;8;8;OR;0;7;A;NA;2183;11;3;0.355;3;2;B;Pacific Northwest;5;PUBLIC;1;6;8;681;L;0.226;0;East Coast;EXISTING;31;2183;1;279;279;Middle;Middle;June;H;1;0.045521292;0.939393939;M-L;1
2269;HC;8;8;CA;0;7;A;FR;2049;21;2;0.84;5;3;C;Southern California;5;PUBLIC;1;7;8;950;N;0.2;1;East Coast;EXISTING;25;2049;1;300;300;Middle;Middle;June;H;1;0.026315789;0.892857143;L;1
2270;HD;6;8;WA;0;7;A;NA;2084;15;6;0.556;8;4;B;Pacific Northwest;10;PUBLIC;1;K;12;100;I;0.37;0;East Coast;NEW;27;2084;2;393;266;Middle;Middle;June;H;0;0.27;0.870967742;S;0
2271;HC;6;10;CA;1;8;A;NA;2692;37;2;0.822;2;3;B;Northern California;5;PUBLIC;1;6;8;280;O;0.022;0;East Coast;EXISTING;45;2692;1;235;235;Middle;High;June;H;0;0.160714286;0.9375;S;0
2272;HD;4;5;IL;0;3;A;NA;1211;1;0;0.333;0;1;C;Other;1;PUBLIC;0;K;8;270;M;1;0;East Coast;NEW;3;1211;0;NA;NA;Elementary;Elementary;June;H;0;0.011111111;0.75;S;0
2273;HD;8;8;TX;0;4;A;FR;1734;4;0;1;0;1;A;Dallas;10;PUBLIC;0;7;8;1200;O;0;0;East Coast;EXISTING;4;1734;0;NA;NA;Middle;Middle;June;H;1;0.003333333;0.8;L;0
2274;HD;8;8;IA;0;4;A;NA;1348;15;0;0.833;2;1;B;Other;10;PUBLIC;1;6;8;550;K;0.278;0;East Coast;EXISTING;18;1348;1;425;425;Middle;Middle;June;H;1;0.032727273;0.947368421;S-M;1
2275;HN;10;11;TX;0;4;A;NA;2151;11;1;0.611;1;2;B;Dallas;10;PUBLIC;1;6;12;350;L;0.722;0;East Coast;NEW;18;2151;1;412;412;High;High;June;H;0;0.051428571;0.9;S-M;0
2276;HN;9;12;TX;0;4;A;NA;1999;14;3;0.824;3;2;C;Dallas;8;PUBLIC;1;9;12;1108;F;0.118;0;East Coast;NEW;17;1999;1;278;278;High;High;June;H;0;0.01534296;0.894736842;L;0
2277;HD;10;10;KS;0;4;A;SA;1199;0;0;0;1;2;C;Other;10;PUBLIC;1;PK;12;275;F;0;0;East Coast;EXISTING;13;1199;1;302;302;High;High;June;H;1;0.047272727;0.866666667;S;1
2278;HD;6;8;IN;0;4;A;NA;1394;4;3;1;4;1;C;Other;10;PUBLIC;1;6;8;670;G;0;0;East Coast;EXISTING;4;1394;1;272;272;Middle;Middle;June;H;0;0.005970149;0.8;M-L;1
2279;HD;NA;NA;NC;0;4;B;NA;888;5;6;0.556;9;1;C;Other;10;PUBLIC;1;6;8;1200;I;0.333;0;East Coast;NEW;9;888;1;272;272;Undefined;Undefined;June;H;0;0.0075;0.9;L;0
2280;HD;7;8;FL;0;3;B;FR;889;12;4;0.667;8;2;B;Other;10;PUBLIC;1;6;8;778;L;0.167;0;East Coast;NEW;18;889;1;273;273;Middle;Middle;June;H;0;0.023136247;0.9;M-L;1
2281;HD;7;8;ID;0;5;A;NA;2000;5;2;0.714;2;1;B;Other;10;PUBLIC;1;7;9;556;I;0.143;0;East Coast;NEW;7;2000;1;237;237;Middle;Middle;June;H;0;0.012589928;0.875;S-M;0
2282;HD;7;12;WA;1;5;A;FR;1992;8;7;0.333;16;2;B;Pacific Northwest;5;PUBLIC;1;7;12;329;H;0.25;0;East Coast;NEW;24;1992;2;474;245;Middle;High;June;H;0;0.072948328;0.923076923;S;0
2283;HD;7;8;CA;0;5;A;NA;1799;3;7;0.25;21;4;C;Northern California;10;PUBLIC;1;PK;8;513;H;0.167;0;East Coast;NEW;12;1799;1;278;278;Middle;Middle;June;H;0;0.023391813;0.75;S-M;0
2284;HD;7;8;WI;1;5;A;NA;1784;8;0;0.667;1;1;A;Other;10;PUBLIC;1;5;8;403;N;0.333;0;East Coast;EXISTING;12;1784;1;272;272;Middle;Middle;June;H;0;0.029776675;0.923076923;S-M;0
2285;HD;8;8;WA;0;5;A;NA;2055;14;2;0.778;2;2;B;Pacific Northwest;5;PUBLIC;1;6;8;700;K;0.278;0;East Coast;EXISTING;18;2055;1;237;237;Middle;Middle;June;H;1;0.025714286;0.9;M-L;1
2286;HD;8;8;WA;0;5;A;NA;1999;17;8;0.68;8;2;;Pacific Northwest;5;Catholic;1;6;12;800;Q;0.28;0;East Coast;NEW;25;1999;1;202;202;Middle;Middle;June;H;1;0.03125;0.925925926;M-L;1
2287;HD;8;8;CA;0;5;A;NA;2005;5;4;0.833;7;1;;Southern California;1;CHD;0;PK;8;85;D;0.5;1;East Coast;NEW;6;2005;0;NA;NA;Middle;Middle;June;H;1;0.070588235;0.857142857;S;0
2288;HD;7;7;WA;0;5;A;NA;1989;2;3;0.333;7;1;B;Pacific Northwest;5;PUBLIC;1;6;7;580;O;0.167;0;East Coast;NEW;6;1989;1;264;264;Middle;Middle;June;H;1;0.010344828;0.857142857;M-L;0
2289;HD;6;12;NV;0;5;A;SA;1775;0;0;0;4;1;B;Other;10;PUBLIC;1;K;12;2165;D;0;0;East Coast;NEW;3;1775;2;279;252;Middle;High;June;H;0;0.001385681;0.75;L;0
2290;HD;6;8;CA;0;5;A;NA;2074;6;1;1;2;1;B;Northern California;10;PUBLIC;1;6;8;1398;Q;0;0;East Coast;NEW;6;2074;1;244;244;Middle;Middle;June;H;0;0.004291845;0.857142857;L;1
2291;HD;NA;NA;WA;0;5;A;NA;1929;5;6;0.714;8;1;B;Pacific Northwest;5;PUBLIC;1;6;8;1068;L;0;0;East Coast;NEW;7;1929;1;229;229;Undefined;Undefined;June;H;0;0.006554307;0.875;L;1
2292;HC;NA;NA;CA;0;6;A;NA;2271;14;1;0.609;1;3;B;Northern California;5;PUBLIC;1;6;8;515;O;0.087;0;East Coast;EXISTING;23;2271;1;266;266;Undefined;Undefined;June;H;0;0.044660194;0.884615385;S-M;1
2293;HC;7;8;CA;1;7;A;NA;2549;44;27;0.898;32;5;B;Northern California;5;PUBLIC;1;6;8;827;P;0.367;0;East Coast;EXISTING;49;2549;1;300;300;Middle;Middle;June;H;0;0.059250302;0.907407407;L;0
2294;SC;10;12;TX;0;7;A;NA;2398;8;6;0.889;8;1;C;Dallas;8;PUBLIC;1;9;12;905;B;0.444;0;Costa Rica;NEW;9;2398;2;404;271;High;High;June;S;0;0.009944751;0.9;L;0
2295;SC;8;9;CA;0;7;A;NA;2449;9;3;0.45;4;2;B;Southern California;6;PUBLIC;1;6;8;1256;M;0.15;0;Costa Rica;NEW;20;2449;1;280;280;Middle;High;June;S;0;0.015923567;0.909090909;L;1
2296;IC;NA;NA;CA;0;11;A;NA;3884;0;0;0;2;1;B;Southern California;8;PUBLIC;1;9;12;2520;P;0.4;0;International;NEW;5;3884;1;251;251;Undefined;Undefined;June;I;0;0.001984127;0.833333333;L;0
2297;IC;NA;NA;CA;0;11;A;NA;3884;5;0;0.278;6;2;B;Southern California;8;PUBLIC;1;9;12;2235;Q;0.333;0;International;NEW;18;3884;1;398;398;Undefined;Undefined;June;I;0;0.008053691;0.9;L;0
2298;IC;NA;NA;CA;0;11;A;NA;3884;0;0;0;3;1;B;Southern California;8;PUBLIC;1;9;12;2087;O;0.333;0;International;NEW;3;3884;2;419;272;Undefined;Undefined;June;I;0;0.00143747;0.75;L;0
2299;IC;NA;NA;CA;0;11;A;NA;3884;2;0;0.222;0;2;;Southern California;9;CHD;1;9;12;513;J;0.111;0;International;NEW;9;3884;2;390;27;Undefined;Undefined;June;I;0;0.01754386;0.818181818;S-M;0
2300;IC;NA;NA;CA;0;11;A;NA;3884;2;0;0.125;3;2;B;Southern California;8;PUBLIC;1;9;12;928;Q;0;0;International;NEW;16;3884;2;369;265;Undefined;Undefined;June;I;0;0.017241379;0.888888889;L;1
2301;IC;NA;NA;CA;0;11;A;NA;3884;4;0;0.267;7;2;B;Southern California;8;PUBLIC;1;9;12;349;N;0.2;0;International;NEW;15;3884;1;456;456;Undefined;Undefined;June;I;0;0.042979943;0.882352941;S-M;0
2302;IC;NA;NA;CA;0;11;A;NA;3098;2;0;0.286;1;1;B;Southern California;8;PUBLIC;1;9;12;2375;P;0.143;0;International;NEW;7;3098;1;245;245;Undefined;Undefined;June;I;0;0.002947368;0.875;L;0
2303;IC;NA;NA;CA;0;11;A;NA;3884;4;0;0.571;1;1;B;Southern California;8;PUBLIC;1;9;12;2351;P;0.143;0;International;NEW;7;3884;2;244;229;Undefined;Undefined;June;I;0;0.002977456;0.875;L;0
2304;HS;4;4;CA;0;1;A;FR;425;2;0;0.111;1;1;C;Southern California;4;PUBLIC;0;K;5;650;I;0.056;0;CA History;EXISTING;18;425;0;NA;NA;Elementary;Elementary;June;H;1;0.027692308;0.947368421;M-L;1
2305;HVP;7;8;KY;0;4;B;NA;449;48;10;0.842;11;4;E;Other;2;PUBLIC;1;6;8;432;C;0.246;0;East Coast;NEW;57;449;2;264;162;Middle;Middle;June;H;0;0.131944444;0.93442623;S-M;0
2306;HC;8;8;WA;0;5;A;NA;2184;20;14;0.667;16;3;B;Pacific Northwest;5;PUBLIC;1;7;8;750;L;0.433;0;East Coast;EXISTING;30;2184;2;427;266;Middle;Middle;June;H;1;0.04;0.909090909;M-L;1
2307;HD;7;9;WA;1;5;A;NA;2103;5;3;0.556;4;1;B;Pacific Northwest;5;PUBLIC;1;7;9;699;N;0.222;0;East Coast;NEW;9;2103;1;273;273;Middle;High;June;H;0;0.012875536;0.9;M-L;0
2308;SK;7;8;WA;0;5;A;NA;1984;8;4;0.667;6;5;C;Pacific Northwest;7;PUBLIC;1;6;8;260;F;0.167;0;Science;NEW;12;1984;1;274;274;Middle;Middle;June;S;0;0.046153846;0.705882353;S;0
2309;HD;5;6;WA;0;5;A;NA;1949;9;3;0.75;2;1;B;Pacific Northwest;4;PUBLIC;1;K;6;441;P;0.5;0;East Coast;NEW;12;1949;1;260;260;Elementary;Middle;June;H;0;0.027210884;0.923076923;S-M;0
2310;SK;NA;NA;OR;0;5;A;NA;1978;7;2;0.438;3;1;C;Pacific Northwest;7;PUBLIC;1;6;8;405;J;0.438;0;Science;NEW;16;1978;1;273;273;Undefined;Undefined;June;S;0;0.039506173;0.941176471;S-M;0
2311;SK;7;7;CT;0;5;A;NA;1875;10;3;0.833;2;1;A;Other;6;PUBLIC;1;6;8;800;O;0.167;0;Science;EXISTING;12;1875;1;287;287;Middle;Middle;June;S;1;0.015;0.923076923;M-L;1
2312;SK;6;8;TX;0;5;A;NA;1846;9;10;0.75;11;1;B;Dallas;7;PUBLIC;1;6;8;236;Z;0.083;0;Science;NEW;12;1846;2;426;286;Middle;Middle;June;S;0;0.050847458;0.923076923;S;0
2313;HD;5;5;WA;0;5;A;NA;2028;5;3;0.5;6;1;A;Pacific Northwest;4;PUBLIC;1;K;5;860;P;0.6;0;East Coast;NEW;10;2028;2;379;251;Elementary;Elementary;June;H;1;0.011627907;0.909090909;L;1
2314;SK;6;7;OR;0;5;A;NA;2067;7;1;0.778;1;1;;Pacific Northwest;7;CHD;1;;NA;;;0;0;Science;EXISTING;9;2067;1;273;273;Middle;Middle;June;S;0;NA;0.9;;0
2315;HC;8;8;CA;0;5;A;NA;2231;3;1;0.375;1;1;C;Northern California;3;PUBLIC;0;6;8;378;J;0;0;East Coast;EXISTING;8;2231;0;NA;NA;Middle;Middle;June;H;1;0.021164021;0.888888889;S-M;0
